ReconstructedCube,Wavelet,Energy,Correlation,Inertia,Entropy,Inverse Diff,Sum Avg,Sum Var,Sum Entropy,Diff Avg,Diff Var,Diff Entropy,Info Corr 1,Info Corr 2
Sample_coif1_Var10_1_2_3_4_5_6.mat,coif1,9.74897114087425e-05,-0.0684079959366049,1830.0907156808,13.7303548039187,0.0285454404454467,256.244749038939,1595.73660475938,7.36600999786985,34.1300882006448,665.227795097007,6.47454726664663,-0.0151230533480869,0.434502747945757
Sample_coif1_Var10_1_2_3_4_5_7.mat,coif1,9.7338214392745e-05,-0.0585265503803157,1815.9288155692,13.7336384984176,0.0291102379671766,252.869958302331,1615.1212068714,7.37466515227688,33.9891144283234,660.668915947534,6.46926325124695,-0.0149345326244762,0.432094714073398
Sample_coif1_Var10_1_2_3_4_5_8.mat,coif1,9.79681404269472e-05,-0.0584255814470692,1803.65308392237,13.7247889752631,0.0286828056256901,255.326462518601,1604.52802121328,7.36994791435177,33.8779025607639,655.940802005759,6.46401924081634,-0.0148230196474042,0.430501442220096
Sample_coif1_Var10_1_2_3_4_5_9.mat,coif1,0.000111860753186976,-0.150124825489743,1746.7109375,13.551322629715,0.0295815062244455,256.657350570437,1290.71772281683,7.21245269591235,33.31787109375,636.630403280259,6.44124917770878,-0.0160337654649253,0.443541438453465
Sample_coif1_Var10_1_2_3_4_5_10.mat,coif1,0.000100758671009682,0.0300902251196883,1627.28471059647,13.701678891078,0.0309933775740565,260.878204830109,1728.25357723991,7.42330746161835,31.9706372457837,605.163064694984,6.38999476412729,-0.0148879268510646,0.431034582574157
Sample_coif1_Var10_1_2_3_4_5_11.mat,coif1,0.000110787869581019,0.0282332759973062,1466.66360134549,13.559698561734,0.0325751127362197,245.409253317212,1551.88697833321,7.34579152425091,30.4175851004464,541.434118002585,6.31599200343105,-0.0135319109501569,0.410726751700894
Sample_coif1_Var10_1_2_3_4_5_12.mat,coif1,0.000108953265946769,-0.150326758322057,1801.95615931919,13.5924914260458,0.0290273856176163,254.810139973958,1330.99069625707,7.23424782258949,33.8534342447917,655.901149152763,6.46364001907818,-0.0164331053736659,0.449091106718779
Sample_coif1_Var10_1_2_3_4_5_13.mat,coif1,0.000113529533065215,-0.146790954400465,1701.19780428447,13.5219099234138,0.0295459310908469,253.022542317708,1265.68628267353,7.19893633326852,32.9033706907242,618.566001473266,6.42203880468073,-0.0154688684112059,0.435988710976488
Sample_coif1_Var10_1_2_3_4_5_14.mat,coif1,0.000107355398926335,0.0272055173085898,1514.54440646701,13.6022452878946,0.0321303464964003,265.780316065228,1599.25677911637,7.36751456583675,30.9177556113591,558.636794423285,6.33901158409912,-0.0138253822271341,0.41537205577192
Sample_coif1_Var10_1_2_3_4_5_15.mat,coif1,9.74968897962967e-05,0.0265376530427402,1671.64615497892,13.735748754242,0.0308081026582638,255.536694723462,1762.78774699925,7.4377069483769,32.5000968812004,615.389857691507,6.40996402696674,-0.014816765145913,0.430586874137468
Sample_coif1_Var10_1_2_3_4_6_7.mat,coif1,9.7782403403369e-05,-0.0575387962506102,1805.74420262897,13.7269921715977,0.0289709653384367,255.551517547123,1609.24949282974,7.37206723775998,33.8989877852183,656.602829766592,6.46499344542291,-0.0149426274702574,0.432106104252663
Sample_coif1_Var10_1_2_3_4_6_8.mat,coif1,0.000100382000891199,-0.0573852358399692,1760.18410528274,13.6916759713218,0.0291830154896184,255.535892547123,1569.13050891008,7.35375928123164,33.469974578373,639.944907005802,6.4468991379014,-0.0147993380311905,0.429721668937061
Sample_coif1_Var10_1_2_3_4_6_9.mat,coif1,0.000110940117474376,-0.149255229347272,1756.50695994543,13.5601758362876,0.0292337225125149,260.78259858631,1300.26760827711,7.21781227713534,33.4176664806548,639.76652693316,6.44499203060124,-0.0160218761218711,0.443522751806889
Sample_coif1_Var10_1_2_3_4_6_10.mat,coif1,0.000104329843730163,0.0309806715935124,1571.36656746031,13.6541184697668,0.031718309934317,262.694917224702,1671.84335493176,7.3992668020607,31.4147057911706,584.482827514508,6.36525375805818,-0.0146921718584592,0.427779826976067
Sample_coif1_Var10_1_2_3_4_6_11.mat,coif1,0.000112244781903579,0.0292424366824673,1446.67716083829,13.5411690757862,0.0327807358152568,242.019996279762,1533.83439057538,7.33749422337066,30.2114877852183,533.943166641902,6.3059047992079,-0.0135765918900174,0.411091493744542
Sample_coif1_Var10_1_2_3_4_6_12.mat,coif1,0.000114275484668965,-0.149187765786318,1715.65536644345,13.5269485586341,0.0294972372600425,252.002627418155,1270.20221903913,7.20029163620281,33.0386439732143,624.103370854644,6.42825050042777,-0.0159622509219451,0.442294603524341
Sample_coif1_Var10_1_2_3_4_6_13.mat,coif1,0.000112617967951115,-0.145614093431578,1712.09799727182,13.5317273599501,0.0298720138138666,252.496806795635,1276.86333305741,7.20521376834065,33.0119435143849,622.309582674885,6.42704662724656,-0.0155631219631557,0.437331348317125
Sample_coif1_Var10_1_2_3_4_6_14.mat,coif1,0.000113433751149272,0.0282719897257957,1429.95392330109,13.5249766845903,0.0327964781691405,269.187825520833,1513.16146791549,7.32768576633018,30.0429144965278,527.377211855412,6.29758831367505,-0.0132887285901645,0.406848238271857
Sample_coif1_Var10_1_2_3_4_6_15.mat,coif1,0.000104198350087015,0.0275676786034847,1558.77460007441,13.6412756162628,0.0316444820079424,262.640361483135,1647.15440579691,7.38870045886975,31.3876488095238,573.590102284403,6.35976367095125,-0.0142531536661637,0.421741815059311
Sample_coif1_Var10_1_2_3_4_7_8.mat,coif1,9.80536803757102e-05,-0.0472964067273506,1784.20984468006,13.7246058175869,0.0292033799578807,254.941731770833,1623.0582600094,7.37824700535036,33.6906467013889,649.150169522253,6.45653906465122,-0.0148147578493013,0.430398191668022
Sample_coif1_Var10_1_2_3_4_7_9.mat,coif1,0.000110787178773849,-0.137598080883933,1743.43896484375,13.5656500622598,0.0295563418580176,257.505805121528,1321.68436610215,7.22965611585856,33.2880239335317,635.346427444368,6.44002231113387,-0.0158046350143972,0.440888846672333
Sample_coif1_Var10_1_2_3_4_7_10.mat,coif1,0.000101027274858624,0.0419108629788619,1604.53890361483,13.6977491471219,0.0315440101593221,258.073191809276,1744.9175061473,7.43039259493821,31.7213425409226,598.295331016284,6.3800407711334,-0.0150776464889216,0.43344948450729
Sample_coif1_Var10_1_2_3_4_7_11.mat,coif1,0.000113848505767415,0.0408095333902102,1405.70060221354,13.5191916634633,0.03321752991123,246.383971199157,1525.31377101033,7.33363630054115,29.7674579923115,519.599046889512,6.28552974203278,-0.0132990800865458,0.406905315808077
Sample_coif1_Var10_1_2_3_4_7_12.mat,coif1,0.000110109196588656,-0.137546841508058,1759.01700846354,13.5771493591163,0.0290658747926992,252.848318917411,1333.63328547691,7.23568844056537,33.4417976500496,640.663178396679,6.44607549184777,-0.015949441746878,0.44287738425572
Sample_coif1_Var10_1_2_3_4_7_13.mat,coif1,0.000113392452894515,-0.134247949073627,1681.90942382813,13.5244058090157,0.0301335398075162,251.115401010665,1283.77309831234,7.20898439880314,32.710925874256,611.904752277058,6.41417926032525,-0.0150108960128644,0.430134385675047
Sample_coif1_Var10_1_2_3_4_7_14.mat,coif1,0.000108870579331971,0.0397002419984388,1474.09792364211,13.5815864276319,0.0326519452757109,266.423676990327,1595.98062693113,7.3661003781367,30.5008099268353,543.798517449178,6.31976321441981,-0.0138945938748334,0.416025814487484
Sample_coif1_Var10_1_2_3_4_7_15.mat,coif1,9.83212329963498e-05,0.0390231378141763,1633.45574466766,13.721177535638,0.0308924639926769,266.358685205853,1766.11757818203,7.43907489494013,32.1270926339286,601.305663558631,6.39299991071854,-0.0148331534181827,0.430587676585469
Sample_coif1_Var10_1_2_3_4_8_9.mat,coif1,0.000110876202793559,-0.137565152598023,1739.03991505456,13.5630145198902,0.029549620581148,260.505960131448,1318.43796825908,7.22790141390545,33.2452256944445,633.794883580015,6.43832780350712,-0.0156462817830881,0.438849191711956
Sample_coif1_Var10_1_2_3_4_8_10.mat,coif1,0.000102642081672282,0.0419109966077219,1580.18767438616,13.6766449714141,0.0318422093518713,259.479736328125,1718.43628333202,7.41919089660358,31.4750007750496,589.512000596788,6.36909055833149,-0.0149792080296483,0.431865281470795
Sample_coif1_Var10_1_2_3_4_8_11.mat,coif1,0.000113651685794014,0.0407937916214585,1410.85331798735,13.5231543367292,0.0327191457688669,246.146356491815,1530.85665284898,7.33599790489354,29.8319886222718,520.905772827996,6.28779526262537,-0.0134663704298047,0.409301853676027
Sample_coif1_Var10_1_2_3_4_8_12.mat,coif1,0.000111824440757884,-0.137413615686949,1734.8591657366,13.5574756757694,0.0293616986012964,254.407311817956,1315.67478563702,7.22571725917726,33.2185252356151,631.388746907411,6.43613794019978,-0.0159651496573263,0.442786216674573
Sample_coif1_Var10_1_2_3_4_8_13.mat,coif1,0.00011438283009624,-0.134090251893801,1666.9390500992,13.5117321933995,0.0301098609542413,253.016981336806,1272.75515248241,7.20282191463729,32.5691189236111,606.191542638883,6.40771523599597,-0.0150026057225325,0.429844391783903
Sample_coif1_Var10_1_2_3_4_8_14.mat,coif1,0.000111393557294066,0.0398052841391591,1441.60029141865,13.551154143364,0.0332158017034409,265.827008928572,1561.12443296817,7.35012514527292,30.1575210813492,532.124213646629,6.30384887039305,-0.0136942244106193,0.412849616037438
Sample_coif1_Var10_1_2_3_4_8_15.mat,coif1,0.000103904666934274,0.0390418942800062,1545.01658218626,13.6460583773761,0.0318209290309126,260.119105747768,1670.55854060036,7.39913010365899,31.2536078559028,568.228578175712,6.35357923697763,-0.0141663859356697,0.420627088828154
Sample_coif1_Var10_1_2_3_4_9_10.mat,coif1,0.000110740203886256,-0.0483019874910225,1609.95144314236,13.576723790667,0.0316226102722339,254.254371279762,1461.58989439638,7.30193458298424,31.7573397197421,601.422817067254,6.38232986449343,-0.0145215036000076,0.424408629394957
Sample_coif1_Var10_1_2_3_4_9_11.mat,coif1,0.000133237420656604,-0.0515488584274646,1347.96768043155,13.3277098069785,0.0343304245490808,246.534869481647,1215.80788165149,7.16880081813009,29.049076140873,504.11885579331,6.25477579714107,-0.0129225517846017,0.398954321465724
Sample_coif1_Var10_1_2_3_4_9_12.mat,coif1,0.000129298678451234,-0.256323007876428,1695.09923347594,13.3544330173394,0.0298981821680537,257.205570281498,1003.41131926338,7.03099237888157,32.8259664868552,617.555157679805,6.41965294487179,-0.0198904688037933,0.485158682949352
Sample_coif1_Var10_1_2_3_4_9_13.mat,coif1,0.00013220271165559,-0.252480484295403,1669.16028413318,13.3351475096223,0.0301518447300508,261.74550858755,996.20884600715,7.02474901381753,32.5692390562996,608.404951426793,6.40872653603115,-0.0200082871541803,0.486114594487978
Sample_coif1_Var10_1_2_3_4_9_14.mat,coif1,0.000109315519219954,-0.0507388500897636,1608.21040659102,13.5766331884277,0.0309678847971732,259.022720579117,1452.89338335986,7.29818033187995,31.8806927393353,591.831837051114,6.38200236502685,-0.0139727253183322,0.417012703288842
Sample_coif1_Var10_1_2_3_4_9_15.mat,coif1,0.000116375928923476,-0.0512439783812267,1519.98987397693,13.4967129416722,0.0317235244086345,267.414198133681,1371.80278963944,7.25662236367293,30.9570893787202,561.648491174861,6.34123210598209,-0.0136784217023128,0.41186729275927
Sample_coif1_Var10_1_2_3_4_10_11.mat,coif1,0.000116768037080464,0.159469165682655,1254.95500062004,13.5178472665484,0.0365689969352422,236.190793960814,1731.14421522404,7.42467976734657,27.7999441964286,482.118103295497,6.20188113564913,-0.0170510227294089,0.455499579463009
Sample_coif1_Var10_1_2_3_4_10_12.mat,coif1,0.000127530692656294,-0.0481423142983293,1400.49851965525,13.3854890816319,0.0339482280635577,265.33382936508,1271.84568996146,7.20081003888668,29.6367420014881,522.16204319249,6.28291562682857,-0.0132380387942237,0.404201459362781
Sample_coif1_Var10_1_2_3_4_10_13.mat,coif1,0.000111948786048572,-0.044607900613814,1563.07625325521,13.5460106009783,0.0315980638051868,243.929412357391,1429.58013720738,7.28657569796623,31.3882184709821,577.855994473104,6.36147824679393,-0.0137255964305575,0.413201621788336
Sample_coif1_Var10_1_2_3_4_10_14.mat,coif1,0.000124056683466097,0.158368004065615,1181.06976996528,13.4340824219381,0.0376421943344149,256.646530877976,1625.54657805696,7.37924067119233,26.9477229042659,454.890000240182,6.15783881519268,-0.0162660637578531,0.444723749101475
Sample_coif1_Var10_1_2_3_4_10_15.mat,coif1,0.00011259270843675,0.157154423727749,1269.90838913691,13.5395710589009,0.0347660585192119,242.916682167659,1743.47292235012,7.42979489450211,28.3180803571429,467.994714023305,6.21280151059348,-0.0160712695730238,0.44386672209834
Sample_coif1_Var10_1_2_3_4_11_12.mat,coif1,0.000114167298259048,-0.0494277558303065,1546.60904560392,13.5235838156241,0.0317355735474059,248.356007409474,1400.91919978963,7.27147904235157,31.2616528707837,569.318105390538,6.35423168267453,-0.0137916134391254,0.413794278190981
Sample_coif1_Var10_1_2_3_4_11_13.mat,coif1,0.000116039055305033,-0.0458582529283564,1511.84750899057,13.4980844469504,0.0323388058950041,249.785001240079,1379.2659577629,7.2605465616869,30.8827659970238,558.102273363646,6.33788569428509,-0.0134364872758622,0.408527383417329
Sample_coif1_Var10_1_2_3_4_11_14.mat,coif1,0.00011178131036237,0.155429201687031,1277.56474764385,13.5471658631718,0.0346814924642444,254.968695746528,1747.79141525701,7.43165170015889,28.4246961805556,469.60139468696,6.21690819585766,-0.0157685243010792,0.440187881295647
Sample_coif1_Var10_1_2_3_4_11_15.mat,coif1,0.000107026424537711,0.15422102458956,1361.39668201265,13.6262446063884,0.0346742695634205,260.641427176339,1857.87350653832,7.47577073283972,29.0916534908234,515.072379182511,6.26108087425259,-0.0171032544788472,0.457750751686189
Sample_coif1_Var10_1_2_3_4_12_13.mat,coif1,0.000130766643688522,-0.251779614490658,1706.60827830481,13.3642014991568,0.0297398129994023,257.758498418899,1020.08500303419,7.03978151733587,32.9466029575893,621.12963185978,6.4246434351075,-0.0203521497657844,0.49023635157986
Sample_coif1_Var10_1_2_3_4_12_14.mat,coif1,0.000124175532334516,-0.0520794801612371,1465.71614583333,13.4380087949071,0.0330220897285396,270.515811011905,1320.60583880159,7.22681983812268,30.2670433407738,549.622233241053,6.3150136823336,-0.0140729090572916,0.41644301456121
Sample_coif1_Var10_1_2_3_4_12_15.mat,coif1,0.000121152139665138,-0.0512463436599933,1466.57249813988,13.4470657739814,0.0328608276219407,248.389694940476,1323.58689963412,7.23010996192126,30.4125124007937,541.651587611454,6.31593095398431,-0.0133979801392785,0.407287104300542
Sample_coif1_Var10_1_2_3_4_13_14.mat,coif1,0.000120554381217005,-0.0471424776471413,1454.73832387773,13.4434467735125,0.0330046508258202,262.595187717014,1323.75321608424,7.2311086044572,30.2953287760417,536.93137822927,6.31024845743037,-0.0130939774307783,0.40296303978384
Sample_coif1_Var10_1_2_3_4_13_15.mat,coif1,0.000118532118313137,-0.0502748401588366,1506.63309539311,13.4832857443401,0.0328017542590939,270.043894934276,1362.39313539372,7.25126224699499,30.722419859871,562.766013346907,6.3349914363109,-0.0138619852768898,0.414205711815761
Sample_coif1_Var10_1_2_3_4_14_15.mat,coif1,0.000112492511361935,0.152950406108245,1295.48910667783,13.5565089180971,0.0353572595866895,263.420452783978,1763.33539936096,7.43807104158886,28.3575962611607,491.335840966831,6.22551062882981,-0.0166110280287121,0.450769964860007
