ReconstructedCube,Wavelet,Energy,Correlation,Inertia,Entropy,Inverse Diff,Sum Avg,Sum Var,Sum Entropy,Diff Avg,Diff Var,Diff Entropy,Info Corr 1,Info Corr 2
Sample_fk4_Var10_1_2_3_4_5_6.mat,fk4,0.000107742551292752,-0.0678933631297439,1640.09087844122,13.5833598906847,0.0303287276247496,252.244291759673,1431.54704199127,7.28787139250348,32.2953907800099,597.09861280767,6.39602996245246,-0.0138089919701867,0.414867368636633
Sample_fk4_Var10_1_2_3_4_5_7.mat,fk4,0.000106627228098451,-0.0600788496468622,1648.25360398065,13.6006399729021,0.0304684077091279,251.218199714782,1461.4275330437,7.30265139943819,32.3703342013889,600.415067671048,6.3998783459995,-0.0138046592617716,0.415048219216705
Sample_fk4_Var10_1_2_3_4_5_8.mat,fk4,0.000101487592714924,-0.0595472834238308,1730.76658218626,13.6678368991837,0.0297710004173832,254.014877077133,1536.22604277848,7.33869970130096,33.1788078187004,629.933293916005,6.43510785031509,-0.0143392559071125,0.423254352532605
Sample_fk4_Var10_1_2_3_4_5_9.mat,fk4,0.000116455341712988,-0.147706554733463,1646.86625744048,13.4772328233283,0.03036539548256,254.034970238095,1222.97247189892,7.17407709010813,32.3357204861111,601.26743808457,6.39892480849856,-0.0150967993265386,0.430557467016383
Sample_fk4_Var10_1_2_3_4_5_10.mat,fk4,0.000103278285041207,0.0218057624268602,1567.70324513269,13.6440341313698,0.0310895599263161,253.376887245784,1637.59726419469,7.38483552270167,31.5664643787202,571.261571759675,6.36373258245757,-0.0138488903367836,0.416257270946187
Sample_fk4_Var10_1_2_3_4_5_11.mat,fk4,0.000115455353281065,0.0224224095392138,1397.35601903522,13.4885090107684,0.0330707318669282,247.848330543155,1461.45748837735,7.30273500541957,29.7889229910714,509.976086067235,6.28158741076579,-0.012588095117927,0.396323657571299
Sample_fk4_Var10_1_2_3_4_5_12.mat,fk4,0.000113369446012228,-0.147575982801551,1694.96875775049,13.5169602938347,0.03010536173832,264.320359002976,1259.02960132201,7.19507745234128,32.8040132068452,618.865475275619,6.4198589778077,-0.0153260038793166,0.434074552254198
Sample_fk4_Var10_1_2_3_4_5_13.mat,fk4,0.000107423638660741,-0.148521794710363,1793.86865234375,13.5929219173598,0.0293367351182968,277.613157242064,1329.91833228133,7.23476282708371,33.735103546627,655.811441042105,6.46025489429032,-0.0158737962698438,0.442137175024552
Sample_fk4_Var10_1_2_3_4_5_14.mat,fk4,0.000110749574835699,0.0207904250122498,1462.61477322048,13.5477705061325,0.0322637540590966,260.729852585565,1524.7227754278,7.33320360085004,30.4852004278274,533.26732809568,6.31422535292109,-0.0131612687059549,0.405343433955251
Sample_fk4_Var10_1_2_3_4_5_15.mat,fk4,0.000104157532393767,0.0224909113693107,1553.44714549231,13.6318825482448,0.0314453010844082,253.823091052827,1624.93176823557,7.3790713501244,31.4523538256448,564.196584318756,6.35772393073825,-0.0138373359334876,0.415926256874108
